	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
3437	Oscar de Wit	0.0030765115034777956	0.0020064205457463883	0.001070090957731407	2.324240129406964e-06	0.21018627719216912	1691.6619047618904	0.0016342518128193723	23.0	0.30039525691699603	0.021538461538461538	https://www.dbnl.org/auteurs/auteur.php?id=wit_011	wit_011	Oscar	de Wit	Oscar de Wit	1935-12-01	Bandoeng	Indonesië				male	illustrator/tekenaar/beeldend kunstenaar	20e/21e Eeuw	nl			illustrateur/beeldhouwer/tekenaar	4.0/4.0/4.0	4.0	5.0	2.0
3438	R. Kroes	0.0016051364365971105	0.0	0.0016051364365971105	0.0	0.0	0.0	3.552025893195421e-97	12.0	0.03787878787878788	0.012767799177667172	https://www.dbnl.org/auteurs/auteur.php?id=kroe026	kroe026	Rob	Kroes	R. Kroes	1940-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	1.0
3439	Anthony Mertens	0.010165864098448368	0.007624398073836276	0.002541466024612092	0.00022494843129918602	0.25650627721312486	2067.330952380886	0.006464085948254428	76.0	0.1871047083626142	0.04121161383614293	https://www.dbnl.org/auteurs/auteur.php?id=mert001	mert001	Antonius Maria Josef Angela	Mertens	Anthony Mertens	1946-11-21	Eindhoven	Nederland	2009-04-04			male		20e/21e Eeuw		secundair					5.0	2.0
3440	Nicolaas Matsier	0.0018726591760299624	0.0018726591760299624	0.0	0.0	0.21322216854452045	1696.4238095237836	0.0008829596158325019	14.0	0.18681318681318682	0.0	https://www.dbnl.org/auteurs/auteur.php?id=mats001	mats001	Nicolaas	Matsier	Nicolaas Matsier/Tjit Reinsma	1945-05-25	Krommenie	Nederland				male		20e/21e Eeuw	nl	jeugdliteratuur					1.0	1.0
3441	Judicus Verstegen	0.002407704654895666	0.002407704654895666	0.0	0.0	0.25231943198627765	2013.1571428570655	0.0038730874690837847	18.0	0.2777777777777778	0.0	https://www.dbnl.org/auteurs/auteur.php?id=vers034	vers034	Judicus Marinus Pieter Jan	Verstegen	Judicus Verstegen	1933-10-08	Den Helder	Nederland				male		20e/21e Eeuw	nl						5.0	2.0
3442	Aleid Truijens	0.014713750668806848	0.002407704654895666	0.012306046013911182	0.0007336060584164291	0.2236923373894108	1788.3833333332864	0.0013201283436247264	110.0	0.11888053467000835	0.03291639089634824	https://www.dbnl.org/auteurs/auteur.php?id=trui001	trui001	Aleid	Truijens	Aleid Truijens	1955-12-22	Amsterdam	Nederland				female		20e/21e Eeuw		secundair					1.0	1.0
3443	Jérôme Vervaecke	0.0005350454788657035	0.0	0.0005350454788657035	0.0	0.0	0.0	3.552025893195421e-97	4.0	0.08333333333333333	0.005847953216374269	https://www.dbnl.org/auteurs/auteur.php?id=verv001	verv001	Jérôme	Vervaecke	Jérôme Vervaecke	18xx-xx-xx			19xx-xx-xx			male		19e/20e Eeuw		secundair					5.0	1.0
3444	Klaas Ruitenbeek	0.0009363295880149812	0.00026752273943285177	0.0006688068485821295	9.77916719522687e-07	0.16124160747389862	1251.7107142857528	6.727732792315853e-06	7.0	0.2857142857142857	0.016100178890876567	https://www.dbnl.org/auteurs/auteur.php?id=ruit017	ruit017	Klaas	Ruitenbeek	Klaas Ruitenbeek	1951-xx-xx						male		20e/21e Eeuw		secundair					3.0	1.0
3445	Lu Xun	0.0009363295880149812	0.0008025682182985553	0.00013376136971642589	0.00010878065103761245	0.15960350852087687	1239.7964285714659	3.081645247013771e-06	7.0	0.075	0.0	https://www.dbnl.org/auteurs/auteur.php?id=lu_x001	lu_x001		Lu Xun	Lu Xun	1881-xx-xx			1936-xx-xx			male									1.0	1.0
3446	Peter Reinhart Gleichmann	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=glei003	glei003	Peter Reinhart	Gleichmann	Peter Reinhart Gleichmann	1932-xx-xx						male		20e/21e Eeuw	de	nonfictie/buitenland					27.0	30.0
3447	Tine Ausma	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=ausm001	ausm001	Tine	Ausma	Tine Ausma	19xx-xx-xx						female	vertaler	20e/21e Eeuw				vertaler	4.0	4.0	27.0	30.0
3448	Albert Jan Govers	0.001203852327447833	0.00040128410914927763	0.0008025682182985553	1.5351000589048294e-08	0.20243414009385943	1589.8690476190318	0.00027543938555682767	9.0	0.3055555555555556	0.020477815699658702	https://www.dbnl.org/auteurs/auteur.php?id=gove001	gove001	Albert Jan (Peter)	Govers	Albert Jan Govers/Iwan Aljachov/Peter van Heerden	1922-05-23			1999-xx-xx			male	ps.ther./psychol/zielsverzorger	Twintigste Eeuw	nl			zielmaker/psycholoog	7.0/2.0	2.0	1.0	1.0
3449	Harry Scholten	0.005484216158373461	0.004815409309791332	0.0006688068485821295	2.81995665460207e-05	0.23026140337343767	1875.4047619047217	0.004846563301741348	41.0	0.31585365853658537	0.046858729607775075	https://www.dbnl.org/auteurs/auteur.php?id=scho018	scho018	Henricus Petrus Gerardus	Scholten	Harry Scholten	1936-09-21	Voorschoten	Nederland	1987-01-18			male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair/nonfictie		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3450	E.E.G. Vermeulen	0.003210272873194221	0.001070090957731407	0.002140181915462814	1.4569674988195678e-05	0.18872919257929083	1477.27896825399	6.422670232208764e-05	24.0	0.09818181818181818	0.031125616939977712	https://www.dbnl.org/auteurs/auteur.php?id=verm099	verm099	Egidius Eligius Gerardus	Vermeulen	E.E.G. Vermeulen	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					3.0	1.0
3451	J.A. Bornewasser	0.001070090957731407	0.00040128410914927763	0.0006688068485821295	5.32420668911191e-06	0.1845135920577603	1438.3194444444705	6.149375268270746e-05	8.0	0.017857142857142856	0.0	https://www.dbnl.org/auteurs/auteur.php?id=born004	born004	Johannes Antonius (Hans)	Bornewasser	J.A. Bornewasser	1924-07-15	Voorst	Nederland	2010-04-22	Groesbeek	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	Twintigste Eeuw	nl	secundair		oudheidkundige/antropoloog/leraar/hoogleraar/docent	2.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
3452	Philippe Noble	0.001203852327447833	0.0008025682182985553	0.00040128410914927763	9.243536444445852e-07	0.2041745013875489	1615.402380952366	0.00045276874922347773	9.0	0.4444444444444444	0.10186513629842181	https://www.dbnl.org/auteurs/auteur.php?id=nobl001	nobl001	Philippe	Noble	Philippe Noble	1949-xx-xx	Le Puy	Frankrijk				male	leraar/docent/hoogleraar/vertaler	20e/21e Eeuw		secundair/nonfictie/buitenland		docent/leraar/vertaler/hoogleraar	2.0/2.0/4.0/2.0	2.0	5.0	2.0
3453	H.L. Wesseling	0.00454788657035848	0.0014713750668806848	0.0030765115034777956	5.86575452496701e-05	0.1898024239825697	1513.6718253968465	0.00021794288756203016	34.0	0.09464285714285714	0.01669449081803005	https://www.dbnl.org/auteurs/auteur.php?id=wess013	wess013	Hendrik Lodewijk (Henk)	Wesseling	H.L. Wesseling	1937-08-06	Den Haag	Nederland	2018-08-18	Oegstgeest	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	20e/21e Eeuw		secundair		oudheidkundige/antropoloog/leraar/hoogleraar/docent	2.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
3454	John Jansen van Galen	0.001203852327447833	0.0009363295880149812	0.00026752273943285177	0.00010977748769680334	0.21434127509409484	1690.0714285713914	0.0005845074695051654	9.0	0.2638888888888889	0.0	https://www.dbnl.org/auteurs/auteur.php?id=jans020	jans020	John	Jansen van Galen	John Jansen van Galen	1940-07-15	Velp	Nederland				male	redacteur/journalist	20e/21e Eeuw		secundair/nonfictie		journalist/redacteur	2.0/2.0	2.0	1.0	1.0
3455	Jean Pierre Rawie	0.0008025682182985553	0.0006688068485821295	0.00013376136971642589	9.535675493307132e-07	0.20475795616041362	1616.7154761904637	0.0003036077897967475	6.0	0.1	0.0	https://www.dbnl.org/auteurs/auteur.php?id=rawi001	rawi001	Jean Pierre	Rawie	Albert Zondervan/Jean Pierre Rawie/Luppo Klapp	1951-04-20	Scheveningen	Nederland				male		20e/21e Eeuw	nl						1.0	1.0
3456	Kurt Löb	0.001337613697164259	0.00026752273943285177	0.001070090957731407	0.0001110166837449521	0.20219384743032862	1587.527380952374	0.0002025720682018529	10.0	0.06666666666666667	0.004651162790697674	https://www.dbnl.org/auteurs/auteur.php?id=lob_002	lob_002	Kurt Leopold	Löb	Kurt Löb	1926-01-11	Berlijn	Duitsland	2015-06-01	Amsterdam	Nederland	male	illustrator/schilder/tekenaar/beeldend kunstenaar	20e/21e Eeuw	de	nonfictie/buitenland		illustrateur/schilder/tekenaar/beeldhouwer	4.0/9.0/4.0/4.0	4.0	3.0	1.0
3457	Hans Dorrestijn	0.0006688068485821295	0.0006688068485821295	0.0	0.0	0.2109645970208454	1680.5178571428357	0.000598283026188622	5.0	0.3	0.0	https://www.dbnl.org/auteurs/auteur.php?id=dorr004	dorr004	Hans	Dorrestijn	Hans Dorresteyn/Hans Dorrestijn	1940-06-16	Ede	Nederland				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	jeugdliteratuur/suriname		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	1.0	1.0
3458	Pim den Boer	0.0016051364365971105	0.0	0.0016051364365971105	0.0	0.0	0.0	3.552025893195421e-97	12.0	0.12878787878787878	0.018521177315147165	https://www.dbnl.org/auteurs/auteur.php?id=boer108	boer108	Willem	den Boer	Pim den Boer	1950-xx-xx						male	leraar/archeoloog/hoogleraar/docent/historicus	20e/21e Eeuw		nonfictie		oudheidkundige/antropoloog/leraar/hoogleraar/docent	2.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
3459	Margot de Hartog	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hart030	hart030	Margot	de Hartog	Margot de Hartog	1920-xx-xx						female		Twintigste Eeuw							1.0	1.0
3460	Frans W. Saris	0.0028089887640449437	0.00026752273943285177	0.002541466024612092	0.0004579519737831821	0.20312504159588626	1586.071031746023	0.00015338313568723314	21.0	0.11538461538461539	0.07442999811569626	https://www.dbnl.org/auteurs/auteur.php?id=sari003	sari003	Frans W.	Saris	Frans W. Saris	1942-xx-xx						male		Twintigste Eeuw							1.0	1.0
3461	R. Vanderauwera	0.010299625468164793	0.002407704654895666	0.007891920813269128	0.00036875988008297717	0.2193223765293415	1774.5738095237816	0.0023518616114353726	77.0	0.20023980815347722	0.03427087840761575	https://www.dbnl.org/auteurs/auteur.php?id=vand020	vand020	Maria (Ria)	Vanderauwera	R. Vanderauwera	1953-xx-xx	Antwerpen	België (Vlaanderen)				female	leraar/docent/hoogleraar/vertaler	20e/21e Eeuw		nonfictie		docent/leraar/vertaler/hoogleraar	2.0/2.0/4.0/2.0	2.0	5.0	2.0
3462	Dawn Foor	0.004414125200642054	0.00040128410914927763	0.0040128410914927765	0.0	0.1727383252288827	1352.893253968297	3.4217300215741516e-05	33.0	0.23238095238095238	0.03397902529302899	https://www.dbnl.org/auteurs/auteur.php?id=foor006	foor006	Dawn	Foor	Dawn Foor	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					5.0	1.0
3463	R.J.C. Sijthoff	0.004414125200642054	0.00040128410914927763	0.0040128410914927765	0.0	0.1727383252288827	1352.893253968297	3.4217300215741516e-05	33.0	0.23238095238095238	0.03394886713838416	https://www.dbnl.org/auteurs/auteur.php?id=sijt006	sijt006	Ron	Sijthoff	R.J.C. Sijthoff	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					5.0	1.0
3464	Pieter Veenboer	0.004414125200642054	0.00040128410914927763	0.0040128410914927765	0.0	0.1727383252288827	1352.893253968297	3.4217300215741516e-05	33.0	0.23238095238095238	0.03394719325493677	https://www.dbnl.org/auteurs/auteur.php?id=veen082	veen082	Pieter	Veenboer	Pieter Veenboer	19xx-xx-xx						male		20e/21e Eeuw		secundair/nonfictie					5.0	1.0
3465	E.M. Beekman	0.008293204922418406	0.005350454788657036	0.0029427501337613697	6.638549663775301e-05	0.23036878639044717	1876.9666666666287	0.005091062578420245	62.0	0.2638815441565309	0.027808154975785034	https://www.dbnl.org/auteurs/auteur.php?id=beek007	beek007	Eric Montague (Monty)	Beekman	E.M. Beekman	1939-09-25	Amsterdam	Nederland	2008-11-05	Northampton	Verenigde Staten	male	leraar/docent/hoogleraar/vertaler	20e/21e Eeuw	en	buitenland		docent/leraar/vertaler/hoogleraar	2.0/2.0/4.0/2.0	2.0	5.0	2.0
3466	Jos Vandeloo	0.004815409309791332	0.00454788657035848	0.00026752273943285177	2.395098912223493e-06	0.24939657124099351	2027.7880952380322	0.007505080124082471	36.0	0.2289348171701113	0.0	https://www.dbnl.org/auteurs/auteur.php?id=vand008	vand008	Jos	Vandeloo	Jos Vandeloo	1925-09-05	Zonhoven	België (Vlaanderen)	2015-10-05			male		20e/21e Eeuw	nl						5.0	1.0
3467	Henk Tromp	0.0006688068485821295	0.00040128410914927763	0.00026752273943285177	2.507894267992745e-09	0.20517519050383612	1624.093650793644	0.00031168541481397627	5.0	0.4444444444444444	0.0	https://www.dbnl.org/auteurs/auteur.php?id=trom029	trom029	Henk	Tromp	Henk Tromp	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					1.0	1.0
3468	Hans Achterhuis	0.0028089887640449437	0.001203852327447833	0.0016051364365971105	0.0006828801371501124	0.20369460585420635	1613.587698412695	0.00027706660803666536	21.0	0.05048076923076923	0.0281908302354399	https://www.dbnl.org/auteurs/auteur.php?id=acht007	acht007	Herman Johan	Achterhuis	Hans Achterhuis	1942-05-01	Hengelo	Nederland				male	leraar/docent/filosoof/hoogleraar	20e/21e Eeuw		nonfictie		docent/leraar/hoogleraar/doctor in de filosofie	2.0/2.0/2.0/2.0	2.0	1.0	1.0
3469	M.J. Weggelaar	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	3.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=wegg003	wegg003	Margaret J.	Weggelaar	M.J. Weggelaar	19xx-xx-xx						female		Twintigste Eeuw		nonfictie					2.0	0.0
3470	Y.S. Brenner	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	3.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bren014	bren014	Yehojachin Simon	Brenner	Joe Brenner/Y.S. Brenner	1926-12-24	Berlijn	Duitsland	2010-12-14	Bilthoven	Nederland	male	leraar/docent/hoogleraar	20e/21e Eeuw	en	nonfictie		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	2.0	0.0
3471	Fenna van den Burg	0.004146602461209203	0.0005350454788657035	0.003611556982343499	1.6434816782739915e-05	0.209989707812037	1638.9154761904535	0.00023655709998648863	31.0	0.15376344086021507	0.04980972515856237	https://www.dbnl.org/auteurs/auteur.php?id=burg058	burg058	Fenna	van den Burg	Fenna van den Burg	1925-08-01	Apeldoorn	Nederland	2014-08-19	Amsterdam	Nederland	female		Twintigste Eeuw		secundair					1.0	1.0
3472	E. Braches	0.007624398073836276	0.003477795612627073	0.004146602461209203	0.0004165534799606537	0.23271295456589994	1888.2452380951975	0.004750825133500345	57.0	0.11738857501569366	0.0231496062992126	https://www.dbnl.org/auteurs/auteur.php?id=brac001	brac001	Ernst	Braches	E. Braches	1930-10-08	Padang	Indonesië				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	4.0	4.0
3473	Frits Abrahams	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	3.7856295787553086e-08	0.17545634320417555	1364.8670634921154	1.8662207068576968e-05	4.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=abra009	abra009	Frits	Abrahams	Frits Abrahams	1946-06-26	Nijmegen	Nederland				male	redacteur/journalist	20e/21e Eeuw	nl	limburg		journalist/redacteur	2.0/2.0	2.0	1.0	1.0
3474	Maria Bogucka	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	0.00020568439067379326	0.19277260045152617	1502.0853174603485	0.00010633761008399196	4.0	0.3	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bogu001	bogu001	Maria	Bogucka	Maria Bogucka	1929-06-01	Warschau	Polen				female	archeoloog/historicus	20e/21e Eeuw	en	nonfictie/buitenland		oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
3475	E. van den Boogaart	0.0016051364365971105	0.0	0.0016051364365971105	0.0	0.0	0.0	3.552025893195421e-97	12.0	0.03787878787878788	0.017086051568810188	https://www.dbnl.org/auteurs/auteur.php?id=boog026	boog026	Ernst	van den Boogaart	E. van den Boogaart	1943-xx-xx						male	archeoloog/historicus	20e/21e Eeuw		nonfictie		oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
3476	H. Hoetink	0.0017388978063135364	0.00040128410914927763	0.001337613697164259	0.0001234059596981079	0.20250882985161145	1581.7309523809593	0.00013718881641650295	13.0	0.0641025641025641	0.0226890756302521	https://www.dbnl.org/auteurs/auteur.php?id=hoet004	hoet004	Harmannus	Hoetink	H. Hoetink	1931-xx-xx			2005-xx-xx			male		Twintigste Eeuw		secundair/suriname					3.0	3.0
3477	Dhiravat na Pomberja	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.0	0.13122404331554452	1001.099278499222	2.2604802380689438e-08	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=pomb001	pomb001	Dhiravat	na Pomberja	Dhiravat na Pomberja	19xx-xx-xx						male		20e/21e Eeuw		nonfictie/buitenland					2.0	0.0
3478	Pauline Moody	0.001337613697164259	0.00040128410914927763	0.0009363295880149812	0.0002422998739221352	0.1564811798837544	1204.3408730159304	1.5989816683276728e-06	10.0	0.14285714285714285	0.038834951456310676	https://www.dbnl.org/auteurs/auteur.php?id=mood001	mood001	Pauline	Moody	Pauline Moody	19xx-xx-xx						female	vertaler	20e/21e Eeuw		nonfictie		vertaler	4.0	4.0	2.0	0.0
3479	Hendrik Henrichs	0.00227394328517924	0.0	0.00227394328517924	0.0	0.0	0.0	3.552025893195421e-97	17.0	0.09558823529411764	0.023947889392681526	https://www.dbnl.org/auteurs/auteur.php?id=henr025	henr025	Hendrik	Henrichs	Hendrik Henrichs	19xx-xx-xx						male		20e/21e Eeuw		secundair					3.0	1.0
3480	J. van Heugten	0.0030765115034777956	0.0029427501337613697	0.00013376136971642589	1.8186918043840254e-07	0.2554847626878903	2067.5785714285057	0.009175980797742456	23.0	0.4150197628458498	0.0	https://www.dbnl.org/auteurs/auteur.php?id=heug001	heug001	J.	van Heugten	J. van Heugten	1890-03-07	Asten	Nederland	1963-01-31	Amsterdam	Nederland	male	rk-geestelijke/kloosterling	Twintigste Eeuw	nl	secundair		rooms-katholiek geestelijke/kloosterling	2.0/4.0	2.0	4.0	4.0
3481	P. Bierens de Haan	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	1.1503605613452776e-08	0.00013376136971642589	1.0	1.8470534644616195e-95	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bier029	bier029	Pieter	Bierens de Haan	P. Bierens de Haan	1869-xx-xx			1941-xx-xx			male		19e/20e Eeuw		nonfictie					3.0	1.0
3482	Sal Tas	0.0009363295880149812	0.0008025682182985553	0.00013376136971642589	1.7183517362978254e-07	0.21590969389266831	1698.023412698382	0.0005823297669378656	7.0	0.07142857142857142	0.0	https://www.dbnl.org/auteurs/auteur.php?id=tas_002	tas_002	Salomon	Tas	F. van Warmelen/J. Carnot/Sal Tas/Theo Wauters	1905-08-31	Amsterdam	Nederland	1976-07-19	Neuilly	Frankrijk	male	journalist/redacteur/staatsman/bestuurder/politicus	Twintigste Eeuw	nl	nonfictie		redacteur/ambtman/bestuurder/journalist	2.0/1.0/1.0/2.0	1.0	3.0	1.0
3483	A.B. Lapian	0.0009363295880149812	0.00040128410914927763	0.0005350454788657035	1.3002293748058001e-05	0.16139965649122257	1253.926190476229	6.7503375946965425e-06	7.0	0.35	0.07931404072883172	https://www.dbnl.org/auteurs/auteur.php?id=lapi007	lapi007	Adrian Bernard (Adri)	Lapian	A.B. Lapian	1929-09-01	Tegal	Indonesië	2011-07-19	Jakarta	Indonesië	male		20e/21e Eeuw	en	nonfictie/buitenland					2.0	0.0
3484	Willem Otterspeer	0.0016051364365971105	0.0008025682182985553	0.0008025682182985553	3.711820305124556e-06	0.20571348380337143	1629.2261904761776	0.0004346035105861762	12.0	0.16666666666666666	0.029411764705882353	https://www.dbnl.org/auteurs/auteur.php?id=otte010	otte010	Willem	Otterspeer	Willem Otterspeer	1950-11-15	Ouderkerk aan den IJsel	Nederland				male	archeoloog/historicus/redacteur/journalist	20e/21e Eeuw		secundair		journalist/oudheidkundige/antropoloog/redacteur	2.0/2.0/2.0/2.0	2.0	2.0	2.0
3485	A.M.J. de Keijser	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=keij008	keij008	A.M.J.	de Keijser	A.M.J. de Keijser	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					1.0	1.0
3486	Peter van Seters	0.001203852327447833	0.00013376136971642589	0.001070090957731407	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	9.0	0.24285714285714285	0.01308139534883721	https://www.dbnl.org/auteurs/auteur.php?id=sete002	sete002	Peter	van Seters	Peter van Seters	19xx-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	1.0
3487	Marjolijn Sorbi	0.001203852327447833	0.00013376136971642589	0.001070090957731407	0.0	0.00013376136971642589	1.0	7.998451244502626e-82	9.0	0.24285714285714285	0.01293103448275862	https://www.dbnl.org/auteurs/auteur.php?id=sorb003	sorb003	Maria Johanna	Sorbi	Marjolijn Sorbi	1951-xx-xx						female		20e/21e Eeuw	nl	nonfictie					1.0	1.0
