Target	Source	Weight	Author	DOB
M.A. Schenkeveld-van der Dussen	Arie-Jan Gelderblom	18	M.A. Schenkeveld-van der Dussen	10 oktober 1937
M.A. Schenkeveld-van der Dussen	J.M.J. Sicking	5	M.A. Schenkeveld-van der Dussen	10 oktober 1937
P.E.L. Verkuyl	W.A.A.M. Merlijn	23	P.E.L. Verkuyl	1929
Louis Couperus	W.A.A.M. Merlijn	19	Louis Couperus	10 juni 1863
K. Roelandts	W.A.A.M. Merlijn	9	K. Roelandts	6 mei 1919
Marcel Janssen	W.A.A.M. Merlijn	44	Marcel Janssen	15 juni 1903
Carel Peeters	W.A.A.M. Merlijn	8	Carel Peeters	5 juni 1944
Hugo Brems	W.A.A.M. Merlijn	25	Hugo Brems	1944
Hugo Claus	W.A.A.M. Merlijn	23	Hugo Claus	5 april 1929
Albert Westerlinck	W.A.A.M. Merlijn	15	Albert Westerlinck	17 februari 1914
Enno Endt	W.A.A.M. Merlijn	5	Enno Endt	3 december 1923
Harry G.M. Prick	W.A.A.M. Merlijn	15	Harry G.M. Prick	13 september 1925
Albe	W.A.A.M. Merlijn	43	Albe	8 juni 1902
Anton van Duinkerken	W.A.A.M. Merlijn	5	Anton van Duinkerken	2 januari 1903
P.G.J. van Sterkenburg	W.A.A.M. Merlijn	14	P.G.J. van Sterkenburg	1942
H. Entjes	W.A.A.M. Merlijn	9	H. Entjes	17 september 1919
Lionel Deflo	W.A.A.M. Merlijn	5	Lionel Deflo	31 januari 1940
J.M. van der Horst	W.A.A.M. Merlijn	17	J.M. van der Horst	5 augustus 1949
Arthur van Schendel	W.A.A.M. Merlijn	10	Arthur van Schendel	5 maart 1874
J. Goossens	W.A.A.M. Merlijn	11	J. Goossens	1944
Marcel Janssens	W.A.A.M. Merlijn	44	Marcel Janssens	28 februari 1932
J.A. Dautzenberg	W.A.A.M. Merlijn	6	J.A. Dautzenberg	29 december 1944
A. Ampe	W.A.A.M. Merlijn	6	A. Ampe	17 april 1912
Frans Claes	W.A.A.M. Merlijn	5	Frans Claes	5 juni 1928
Jo Daan	W.A.A.M. Merlijn	19	Jo Daan	12 mei 1910
A.M. Duinhoven	W.A.A.M. Merlijn	21	A.M. Duinhoven	1938
J. Bernlef	W.A.A.M. Merlijn	17	J. Bernlef	14 januari 1937
Anne Marie Musschoot	W.A.A.M. Merlijn	20	Anne Marie Musschoot	1944
Hanneke van Buuren	W.A.A.M. Merlijn	5	Hanneke van Buuren	24 juni 1938
Lodewijk van Deyssel	W.A.A.M. Merlijn	8	Lodewijk van Deyssel	22 september 1864
H.T.J. Miedema	W.A.A.M. Merlijn	17	H.T.J. Miedema	8 juni 1922
Jaap Goedegebuure	W.A.A.M. Merlijn	30	Jaap Goedegebuure	1947
Martin Hartkamp	W.A.A.M. Merlijn	5	Martin Hartkamp	14 september 1943
Jeroen Brouwers	W.A.A.M. Merlijn	23	Jeroen Brouwers	30 april 1940
F.L. Bastet	W.A.A.M. Merlijn	6	F.L. Bastet	20 september 1926
B.C. Damsteegt	W.A.A.M. Merlijn	14	B.C. Damsteegt	5 juli 1915
Albe	W. Waterschoot	6	Albe	8 juni 1902
L. Strengholt	H.J. Verkuyl	6	L. Strengholt	31 december 1930
A.L. Sötemann	L. Koelmans	7	A.L. Sötemann	11 augustus 1920
A.L. Sötemann	M.A. Schenkeveld-van der Dussen	28	A.L. Sötemann	11 augustus 1920
Martinus Nijhoff	H.J. Verkuyl	11	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	H.J. Verkuyl	11	Martinus Nijhoff	26 december 1826
J.C. Bloem	M.A. Schenkeveld-van der Dussen	5	J.C. Bloem	10 mei 1887
M.F. Steehouder	M.C. van den Toorn	5	M.F. Steehouder	20ste eeuw
M.F. Steehouder	M.A. Schenkeveld-van der Dussen	5	M.F. Steehouder	20ste eeuw
M.F. Steehouder	W.P. Gerritsen	5	M.F. Steehouder	20ste eeuw
J. Taeldeman	H.J. Verkuyl	5	J. Taeldeman	23 december 1943
J. Taeldeman	M.A. Schenkeveld-van der Dussen	11	J. Taeldeman	23 december 1943
H.T.J. Miedema	M.A. Schenkeveld-van der Dussen	5	H.T.J. Miedema	8 juni 1922
J.M.J. Sicking	M.A. Schenkeveld-van der Dussen	7	J.M.J. Sicking	1 maart 1936
Frank Jansen	M.A. Schenkeveld-van der Dussen	8	Frank Jansen	1952
Frank Jansen	M.C. van den Toorn	8	Frank Jansen	1952
H.J. Verkuyl	Fons van Buuren	8	H.J. Verkuyl	1938
Jo Daan	M.A. Schenkeveld-van der Dussen	12	Jo Daan	12 mei 1910
W. Blok	M.A. Schenkeveld-van der Dussen	6	W. Blok	24 november 1922
A.M. Duinhoven	M.A. Schenkeveld-van der Dussen	6	A.M. Duinhoven	1938
A.M. Duinhoven	Fons van Buuren	6	A.M. Duinhoven	1938
J.B. Berns	M.A. Schenkeveld-van der Dussen	6	J.B. Berns	24 juni 1937
A. Sassen	W.A.A.M. Merlijn	21	A. Sassen	25 juni 1921
A.J. Hanou	W.A.A.M. Merlijn	6	A.J. Hanou	13 april 1941
Lieven Rens	W.A.A.M. Merlijn	5	Lieven Rens	15 januari 1925
Marita Mathijsen	W.A.A.M. Merlijn	8	Marita Mathijsen	18 augustus 1944
L. Strengholt	W.A.A.M. Merlijn	20	L. Strengholt	31 december 1930
Louis Paul Boon	W.A.A.M. Merlijn	9	Louis Paul Boon	15 maart 1912
M.C. van den Toorn	W.A.A.M. Merlijn	19	M.C. van den Toorn	4 januari 1929
D.H. Lammers	W.A.A.M. Merlijn	6	D.H. Lammers	1946
T. Kruiger	W.A.A.M. Merlijn	8	T. Kruiger	20ste eeuw
W.P. Gerritsen	W.A.A.M. Merlijn	6	W.P. Gerritsen	12 augustus 1935
Rudolf Geel	W.A.A.M. Merlijn	16	Rudolf Geel	27 januari 1941
P.J. Buijnsters	W.A.A.M. Merlijn	18	P.J. Buijnsters	18 oktober 1933
T.T. Cloete	W.A.A.M. Merlijn	7	T.T. Cloete	31 mei 1924
Karel Porteman	W.A.A.M. Merlijn	7	Karel Porteman	20 juni 1938
W.K.B. Koning	W.A.A.M. Merlijn	6	W.K.B. Koning	20ste eeuw
N.P. van Wyk Louw	W.A.A.M. Merlijn	5	N.P. van Wyk Louw	11 juni 1906
Jan Schoolmeesters	W.A.A.M. Merlijn	5	Jan Schoolmeesters	1951
W. Drop	W.A.A.M. Merlijn	6	W. Drop	6 juni 1929
P.J. Meertens	W.A.A.M. Merlijn	6	P.J. Meertens	6 september 1899
Pierre H. Dubois	W.A.A.M. Merlijn	13	Pierre H. Dubois	2 juli 1917
J.H. Maureau	W.A.A.M. Merlijn	6	J.H. Maureau	1943
Jan van Bakel	W.A.A.M. Merlijn	6	Jan van Bakel	11 december 1927
Gerard Verhoeven	W.A.A.M. Merlijn	5	Gerard Verhoeven	1944
F.P. van Oostrom	W.A.A.M. Merlijn	19	F.P. van Oostrom	15 mei 1953
Charles Vergeer	W.A.A.M. Merlijn	11	Charles Vergeer	1947
J.B. Berns	W.A.A.M. Merlijn	13	J.B. Berns	24 juni 1937
Mark Baeyens	W.A.A.M. Merlijn	5	Mark Baeyens	1951
M.A. Schenkeveld-van der Dussen	W.J. van den Akker	8	M.A. Schenkeveld-van der Dussen	10 oktober 1937
M.A. Schenkeveld-van der Dussen	W.A.A.M. Merlijn	7	M.A. Schenkeveld-van der Dussen	10 oktober 1937
M.C. van den Toorn	Wim Vermeer	10	M.C. van den Toorn	4 januari 1929
M.C. van den Toorn	M.A. Schenkeveld-van der Dussen	72	M.C. van den Toorn	4 januari 1929
M.C. van den Toorn	Hans Anten	19	M.C. van den Toorn	4 januari 1929
G. Geerts	H.J. Verkuyl	5	G. Geerts	1935
R. Lievens	M.A. Schenkeveld-van der Dussen	7	R. Lievens	2 januari 1924
R. Lievens	Hans Anten	5	R. Lievens	2 januari 1924
J. Goossens	H.J. Verkuyl	5	J. Goossens	1944
Jo Daan	H.J. Verkuyl	5	Jo Daan	12 mei 1910
J.W. de Vries	M.C. van den Toorn	9	J.W. de Vries	14 december 1937
Teun Hoekstra	W.A.A.M. Merlijn	8	Teun Hoekstra	24 januari 1953
Hella S. Haasse	W.A.A.M. Merlijn	8	Hella S. Haasse	2 februari 1918
Leo Ross	W.A.A.M. Merlijn	10	Leo Ross	15 juli 1934
Maarten 't Hart	W.A.A.M. Merlijn	15	Maarten 't Hart	25 november 1944
Multatuli	W.A.A.M. Merlijn	31	Multatuli	2 maart 1820
J.J. Oversteegen	W.A.A.M. Merlijn	19	J.J. Oversteegen	2 januari 1926
Rien T. Segers	W.A.A.M. Merlijn	10	Rien T. Segers	22 oktober 1947
Mieke Bal	W.A.A.M. Merlijn	13	Mieke Bal	14 maart 1946
Boudewijn Büch	W.A.A.M. Merlijn	10	Boudewijn Büch	14 december 1948
Gerrit Komrij	W.A.A.M. Merlijn	9	Gerrit Komrij	30 maart 1944
Pierre Kemp	W.A.A.M. Merlijn	7	Pierre Kemp	1 december 1886
G.F.H. Raat	W.A.A.M. Merlijn	8	G.F.H. Raat	1946
Ida Gerhardt	W.A.A.M. Merlijn	7	Ida Gerhardt	11 mei 1905
Rob Delvigne	W.A.A.M. Merlijn	10	Rob Delvigne	17 augustus 1948
Jacob Israël de Haan	W.A.A.M. Merlijn	9	Jacob Israël de Haan	31 december 1881
Dédé Brouwer	W.A.A.M. Merlijn	5	Dédé Brouwer	20ste eeuw
Lucebert	W.A.A.M. Merlijn	14	Lucebert	15 september 1924
C.W. van de Watering	W.A.A.M. Merlijn	6	C.W. van de Watering	1935
H.J. Verkuyl	Johan Kerstens	9	H.J. Verkuyl	1938
H. Marsman	W.A.A.M. Merlijn	5	H. Marsman	30 september 1899
Rutger Kopland	W.A.A.M. Merlijn	14	Rutger Kopland	4 augustus 1934
Sies de Haan	W.A.A.M. Merlijn	6	Sies de Haan	1946
Wim Zonneveld	W.A.A.M. Merlijn	14	Wim Zonneveld	1950
W. de Vries	W.A.A.M. Merlijn	10	W. de Vries	20ste eeuw
Elrud Ibsch	W.A.A.M. Merlijn	5	Elrud Ibsch	1935
Marnix Gijsen	W.A.A.M. Merlijn	7	Marnix Gijsen	20 oktober 1899
Marinel Gerritsen	W.A.A.M. Merlijn	6	Marinel Gerritsen	1949
Ada Deprez	W.J. van den Akker	5	Ada Deprez	12 oktober 1928
Ton van Haaften	W.A.A.M. Merlijn	8	Ton van Haaften	1953
Antoine Braet	W.A.A.M. Merlijn	8	Antoine Braet	1942
F. de Tollenaere	W.A.A.M. Merlijn	18	F. de Tollenaere	8 juli 1912
J.M. Willeumier-Schalij	W.A.A.M. Merlijn	5	J.M. Willeumier-Schalij	1917
P.C. Paardekooper	W.A.A.M. Merlijn	10	P.C. Paardekooper	6 november 1920
P.C. Paardekooper	W.J. van den Akker	6	P.C. Paardekooper	6 november 1920
Rudolf van de Perre	W.A.A.M. Merlijn	16	Rudolf van de Perre	27 juli 1934
R.A. Cornets de Groot	W.A.A.M. Merlijn	7	R.A. Cornets de Groot	3 februari 1929
Rudy Kousbroek	W.A.A.M. Merlijn	5	Rudy Kousbroek	1 november 1929
H.C. ten Berge	W.A.A.M. Merlijn	8	H.C. ten Berge	24 december 1938
Mieke Trommelen	W.A.A.M. Merlijn	9	Mieke Trommelen	1951
Gerrit Kouwenaar	W.A.A.M. Merlijn	15	Gerrit Kouwenaar	9 augustus 1923
G. Kazemier	W.A.A.M. Merlijn	6	G. Kazemier	24 maart 1902
Willem Frederik Hermans	W.A.A.M. Merlijn	10	Willem Frederik Hermans	1 september 1921
J.W. de Vries	W.A.A.M. Merlijn	10	J.W. de Vries	14 december 1937
Guido Gezelle	W.A.A.M. Merlijn	17	Guido Gezelle	1 mei 1830
C.A. Zaalberg	W.A.A.M. Merlijn	10	C.A. Zaalberg	27 november 1909
Hans Faverey	W.A.A.M. Merlijn	9	Hans Faverey	14 september 1933
D. Geeraerts	W.A.A.M. Merlijn	11	D. Geeraerts	20ste eeuw
J. van Marle	W.A.A.M. Merlijn	7	J. van Marle	1950
R.F. Lissens	W.A.A.M. Merlijn	5	R.F. Lissens	1912
Albert Verwey	W.A.A.M. Merlijn	11	Albert Verwey	15 mei 1865
Koen Vermeiren	W.A.A.M. Merlijn	32	Koen Vermeiren	18 december 1953
Wim Rutgers	W.A.A.M. Merlijn	7	Wim Rutgers	19 december 1941
Paul de Wispelaere	W.A.A.M. Merlijn	14	Paul de Wispelaere	4 juli 1928
Dirk Coigneau	M.A. Schenkeveld-van der Dussen	5	Dirk Coigneau	1948
M.H. Schenkeveld	M.A. Schenkeveld-van der Dussen	5	M.H. Schenkeveld	1928
W.P. Gerritsen	H.J. Verkuyl	16	W.P. Gerritsen	12 augustus 1935
H.W. van Tricht	M.A. Schenkeveld-van der Dussen	5	H.W. van Tricht	19 november 1897
G.J. Dorleijn	M.C. van den Toorn	16	G.J. Dorleijn	1951
G.J. Dorleijn	W.P. Gerritsen	7	G.J. Dorleijn	1951
G.J. Dorleijn	M.A. Schenkeveld-van der Dussen	14	G.J. Dorleijn	1951
J.H. Leopold	M.A. Schenkeveld-van der Dussen	9	J.H. Leopold	11 mei 1865
P.N. van Eyck	H.J. Verkuyl	5	P.N. van Eyck	1 oktober 1887
E.K. Grootes	H.J. Verkuyl	6	E.K. Grootes	22 maart 1936
Bert van Selm	M.C. van den Toorn	5	Bert van Selm	3 april 1945
Multatuli	Hans Anten	9	Multatuli	2 maart 1820
P.J. Meertens	Hans Anten	8	P.J. Meertens	6 september 1899
Kees Fens	M.A. Schenkeveld-van der Dussen	7	Kees Fens	18 oktober 1929
Arie-Jan Gelderblom	M.C. van den Toorn	18	Arie-Jan Gelderblom	30 december 1946
Arie-Jan Gelderblom	W.P. Gerritsen	5	Arie-Jan Gelderblom	30 december 1946
Arie-Jan Gelderblom	M.A. Schenkeveld-van der Dussen	21	Arie-Jan Gelderblom	30 december 1946
Gerrit Achterberg	R.W.W.M. van der Drift	16	Gerrit Achterberg	20 mei 1905
Hans van de Waarsenburg	R.W.W.M. van der Drift	9	Hans van de Waarsenburg	21 juli 1943
Willem Kloos	R.W.W.M. van der Drift	11	Willem Kloos	6 mei 1859
A.J. Hanou	R.W.W.M. van der Drift	6	A.J. Hanou	13 april 1941
Kees Fens	R.W.W.M. van der Drift	8	Kees Fens	18 oktober 1929
Antoine Braet	R.W.W.M. van der Drift	10	Antoine Braet	1942
L. Strengholt	R.W.W.M. van der Drift	20	L. Strengholt	31 december 1930
Louis Paul Boon	R.W.W.M. van der Drift	9	Louis Paul Boon	15 maart 1912
Jan van der Vegt	R.W.W.M. van der Drift	17	Jan van der Vegt	4 oktober 1935
Maarten 't Hart	R.W.W.M. van der Drift	17	Maarten 't Hart	25 november 1944
Marlies Philippa	R.W.W.M. van der Drift	45	Marlies Philippa	1944
S. Dresden	R.W.W.M. van der Drift	5	S. Dresden	5 augustus 1914
Enno Endt	R.W.W.M. van der Drift	6	Enno Endt	3 december 1923
P.J. Verkruijsse	R.W.W.M. van der Drift	27	P.J. Verkruijsse	27 januari 1943
Harry G.M. Prick	R.W.W.M. van der Drift	16	Harry G.M. Prick	13 september 1925
Albe	R.W.W.M. van der Drift	41	Albe	8 juni 1902
Herman Pleij	R.W.W.M. van der Drift	21	Herman Pleij	1943
P.G.J. van Sterkenburg	R.W.W.M. van der Drift	15	P.G.J. van Sterkenburg	1942
Aad Nuis	R.W.W.M. van der Drift	6	Aad Nuis	18 juli 1933
Camiel Hamans	R.W.W.M. van der Drift	6	Camiel Hamans	1948
T.T. Cloete	R.W.W.M. van der Drift	6	T.T. Cloete	31 mei 1924
Ton Anbeek	R.W.W.M. van der Drift	24	Ton Anbeek	18 september 1944
Wim Zonneveld	R.W.W.M. van der Drift	15	Wim Zonneveld	1950
J. Goossens	R.W.W.M. van der Drift	9	J. Goossens	1944
M.K. van Dort-Slijper	R.W.W.M. van der Drift	6	M.K. van Dort-Slijper	1939
R.A. Cornets de Groot	R.W.W.M. van der Drift	5	R.A. Cornets de Groot	3 februari 1929
Ida Gerhardt	R.W.W.M. van der Drift	7	Ida Gerhardt	11 mei 1905
W. de Vries	R.W.W.M. van der Drift	10	W. de Vries	20ste eeuw
Elrud Ibsch	R.W.W.M. van der Drift	5	Elrud Ibsch	1935
Marinel Gerritsen	R.W.W.M. van der Drift	6	Marinel Gerritsen	1949
Anne de Vries	R.W.W.M. van der Drift	9	Anne de Vries	22 mei 1904
Anne de Vries	R.W.W.M. van der Drift	9	Anne de Vries	19 augustus 1944
Pierre H. Dubois	R.W.W.M. van der Drift	13	Pierre H. Dubois	2 juli 1917
J.W. de Vries	R.W.W.M. van der Drift	10	J.W. de Vries	14 december 1937
Maurice Gilliams	R.W.W.M. van der Drift	9	Maurice Gilliams	20 juli 1900
A.M. Duinhoven	R.W.W.M. van der Drift	20	A.M. Duinhoven	1938
C.F.P. Stutterheim	R.W.W.M. van der Drift	8	C.F.P. Stutterheim	21 mei 1903
C.A. Zaalberg	R.W.W.M. van der Drift	11	C.A. Zaalberg	27 november 1909
Lucebert	R.W.W.M. van der Drift	12	Lucebert	15 september 1924
Lodewijk van Deyssel	R.W.W.M. van der Drift	10	Lodewijk van Deyssel	22 september 1864
D.J. Opperman	R.W.W.M. van der Drift	8	D.J. Opperman	1914
Mieke Trommelen	R.W.W.M. van der Drift	9	Mieke Trommelen	1951
B.C. Damsteegt	R.W.W.M. van der Drift	13	B.C. Damsteegt	5 juli 1915
P.C. Paardekooper	H.J. Verkuyl	11	P.C. Paardekooper	6 november 1920
L. Koelmans	H.J. Verkuyl	5	L. Koelmans	20ste eeuw
R. Jansen-Sieben	M.A. Schenkeveld-van der Dussen	6	R. Jansen-Sieben	1930
H. Schultink	M.A. Schenkeveld-van der Dussen	5	H. Schultink	3 april 1924
Martien J.G. de Jong	R.W.W.M. van der Drift	12	Martien J.G. de Jong	20 mei 1929
Guus Extra	R.W.W.M. van der Drift	7	Guus Extra	1946
H. van Gorp	R.W.W.M. van der Drift	9	H. van Gorp	4 maart 1935
Frank Jansen	R.W.W.M. van der Drift	13	Frank Jansen	1952
Multatuli	R.W.W.M. van der Drift	30	Multatuli	2 maart 1820
T. Kruiger	R.W.W.M. van der Drift	8	T. Kruiger	20ste eeuw
René Appel	R.W.W.M. van der Drift	14	René Appel	19 september 1945
Hugo Brems	R.W.W.M. van der Drift	24	Hugo Brems	1944
Willem Brakman	R.W.W.M. van der Drift	19	Willem Brakman	13 juni 1922
H. Entjes	R.W.W.M. van der Drift	7	H. Entjes	17 september 1919
W.K.B. Koning	R.W.W.M. van der Drift	5	W.K.B. Koning	20ste eeuw
J.M. van der Horst	R.W.W.M. van der Drift	16	J.M. van der Horst	5 augustus 1949
Garmt Stuiveling	R.W.W.M. van der Drift	7	Garmt Stuiveling	21 december 1907
Willy Spillebeen	R.W.W.M. van der Drift	12	Willy Spillebeen	30 december 1932
J.C. Bloem	R.W.W.M. van der Drift	14	J.C. Bloem	10 mei 1887
Charles B. Timmer	R.W.W.M. van der Drift	8	Charles B. Timmer	17 februari 1907
P.C. Boutens	R.W.W.M. van der Drift	5	P.C. Boutens	20 februari 1870
Gerard Verhoeven	R.W.W.M. van der Drift	6	Gerard Verhoeven	1944
Eep Francken	R.W.W.M. van der Drift	14	Eep Francken	1948
Marcellus Emants	M.A. Schenkeveld-van der Dussen	7	Marcellus Emants	12 augustus 1848
Frederik van Eeden	Hans Anten	6	Frederik van Eeden	3 april 1860
Dirk Coigneau	R.W.W.M. van der Drift	8	Dirk Coigneau	1948
W. Waterschoot	R.W.W.M. van der Drift	13	W. Waterschoot	8 juli 1941
Hella S. Haasse	R.W.W.M. van der Drift	7	Hella S. Haasse	2 februari 1918
P.E.L. Verkuyl	R.W.W.M. van der Drift	21	P.E.L. Verkuyl	1929
F. de Tollenaere	R.W.W.M. van der Drift	17	F. de Tollenaere	8 juli 1912
J. van Marle	R.W.W.M. van der Drift	6	J. van Marle	1950
Jacques Kruithof	R.W.W.M. van der Drift	7	Jacques Kruithof	29 augustus 1947
M.C. van den Toorn	R.W.W.M. van der Drift	20	M.C. van den Toorn	4 januari 1929
G. Geerts	R.W.W.M. van der Drift	13	G. Geerts	1935
N. van der Blom	R.W.W.M. van der Drift	7	N. van der Blom	7 april 1917
Sies de Haan	R.W.W.M. van der Drift	6	Sies de Haan	1946
A.M.J. van Buuren	R.W.W.M. van der Drift	8	A.M.J. van Buuren	20ste eeuw
H.M. Hermkens	R.W.W.M. van der Drift	8	H.M. Hermkens	1922
W.G. Klooster	R.W.W.M. van der Drift	5	W.G. Klooster	1935
Dirk Kroon	R.W.W.M. van der Drift	11	Dirk Kroon	9 mei 1946
J. Reynaert	R.W.W.M. van der Drift	10	J. Reynaert	23 juni 1945
Oek de Jong	R.W.W.M. van der Drift	5	Oek de Jong	4 oktober 1952
Jan Stroop	R.W.W.M. van der Drift	11	Jan Stroop	1938
P.J. Buijnsters	R.W.W.M. van der Drift	19	P.J. Buijnsters	18 oktober 1933
A.L. Sötemann	R.W.W.M. van der Drift	14	A.L. Sötemann	11 augustus 1920
Jan van Luxemburg	R.W.W.M. van der Drift	10	Jan van Luxemburg	15 september 1936
J.H. Leopold	R.W.W.M. van der Drift	15	J.H. Leopold	11 mei 1865
Hanna Stouten	R.W.W.M. van der Drift	6	Hanna Stouten	1937
G. van Eemeren	R.W.W.M. van der Drift	6	G. van Eemeren	1941
H.T.J. Miedema	R.W.W.M. van der Drift	15	H.T.J. Miedema	8 juni 1922
Charles Vergeer	R.W.W.M. van der Drift	9	Charles Vergeer	1947
J.B. Berns	R.W.W.M. van der Drift	12	J.B. Berns	24 juni 1937
E.K. Grootes	R.W.W.M. van der Drift	25	E.K. Grootes	22 maart 1936
P.C. Paardekooper	Marijke Meijer Drees	17	P.C. Paardekooper	6 november 1920
Martinus Nijhoff	Marijke Meijer Drees	8	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Marijke Meijer Drees	8	Martinus Nijhoff	26 december 1826
P.J. Buijnsters	Marijke Meijer Drees	10	P.J. Buijnsters	18 oktober 1933
M.C. van den Toorn	J.J. Kloek	5	M.C. van den Toorn	4 januari 1929
Georges Wildemeersch	R.W.W.M. van der Drift	9	Georges Wildemeersch	12 november 1947
Georges Wildemeersch	W.A.A.M. Merlijn	8	Georges Wildemeersch	12 november 1947
Teun Hoekstra	R.W.W.M. van der Drift	7	Teun Hoekstra	24 januari 1953
Gerard Reve	R.W.W.M. van der Drift	16	Gerard Reve	14 december 1923
Gerard Reve	W.A.A.M. Merlijn	15	Gerard Reve	14 december 1923
Arie Verhagen	R.W.W.M. van der Drift	6	Arie Verhagen	1951
Arie Verhagen	W.A.A.M. Merlijn	6	Arie Verhagen	1951
Siem Bakker	R.W.W.M. van der Drift	9	Siem Bakker	5 oktober 1942
Siem Bakker	W.A.A.M. Merlijn	9	Siem Bakker	5 oktober 1942
Hugo Bousset	R.W.W.M. van der Drift	37	Hugo Bousset	1942
Hugo Bousset	W.A.A.M. Merlijn	34	Hugo Bousset	1942
Charles B. Timmer	W.A.A.M. Merlijn	7	Charles B. Timmer	17 februari 1907
Eep Francken	W.A.A.M. Merlijn	13	Eep Francken	1948
K. Fokkema	R.W.W.M. van der Drift	12	K. Fokkema	5 maart 1898
K. Fokkema	W.A.A.M. Merlijn	12	K. Fokkema	5 maart 1898
Marcel Janssen	R.W.W.M. van der Drift	42	Marcel Janssen	15 juni 1903
Marlies Philippa	W.A.A.M. Merlijn	40	Marlies Philippa	1944
P.C. Paardekooper	R.W.W.M. van der Drift	9	P.C. Paardekooper	6 november 1920
Hugo Claus	R.W.W.M. van der Drift	23	Hugo Claus	5 april 1929
P.J. Verkruijsse	W.A.A.M. Merlijn	25	P.J. Verkruijsse	27 januari 1943
Ton Anbeek	W.A.A.M. Merlijn	22	Ton Anbeek	18 september 1944
Arthur van Schendel	R.W.W.M. van der Drift	7	Arthur van Schendel	5 maart 1874
Philip Vermoortel	R.W.W.M. van der Drift	6	Philip Vermoortel	27 december 1955
Philip Vermoortel	W.A.A.M. Merlijn	7	Philip Vermoortel	27 december 1955
Maurice Gilliams	W.A.A.M. Merlijn	6	Maurice Gilliams	20 juli 1900
Paul van Ostaijen	R.W.W.M. van der Drift	5	Paul van Ostaijen	22 februari 1896
Paul van Ostaijen	W.A.A.M. Merlijn	5	Paul van Ostaijen	22 februari 1896
H. Schultink	R.W.W.M. van der Drift	5	H. Schultink	3 april 1924
H. Schultink	W.A.A.M. Merlijn	5	H. Schultink	3 april 1924
R.L.K. Fokkema	R.W.W.M. van der Drift	12	R.L.K. Fokkema	2 januari 1938
R.L.K. Fokkema	W.A.A.M. Merlijn	12	R.L.K. Fokkema	2 januari 1938
Martin Ros	R.W.W.M. van der Drift	6	Martin Ros	1937
Martin Ros	W.A.A.M. Merlijn	5	Martin Ros	1937
A. Sassen	R.W.W.M. van der Drift	19	A. Sassen	25 juni 1921
Paul Claes	R.W.W.M. van der Drift	13	Paul Claes	30 oktober 1943
Paul Claes	W.A.A.M. Merlijn	11	Paul Claes	30 oktober 1943
J.C. Bloem	W.A.A.M. Merlijn	12	J.C. Bloem	10 mei 1887
Tom van Deel	R.W.W.M. van der Drift	5	Tom van Deel	21 februari 1945
J. Bernlef	R.W.W.M. van der Drift	16	J. Bernlef	14 januari 1937
Jaap Goedegebuure	R.W.W.M. van der Drift	27	Jaap Goedegebuure	1947
H. Hulshof	R.W.W.M. van der Drift	5	H. Hulshof	1946
H. Hulshof	W.A.A.M. Merlijn	5	H. Hulshof	1946
H.J. Verkuyl	R.W.W.M. van der Drift	9	H.J. Verkuyl	1938
H.J. Verkuyl	W.A.A.M. Merlijn	9	H.J. Verkuyl	1938
Nop Maas	R.W.W.M. van der Drift	18	Nop Maas	1 december 1949
Nop Maas	W.A.A.M. Merlijn	19	Nop Maas	1 december 1949
R. Lievens	W.A.A.M. Merlijn	5	R. Lievens	2 januari 1924
Marcel Janssens	R.W.W.M. van der Drift	42	Marcel Janssens	28 februari 1932
A.L. Sötemann	W.A.A.M. Merlijn	13	A.L. Sötemann	11 augustus 1920
Freddy de Vree	W.A.A.M. Merlijn	5	Freddy de Vree	3 oktober 1939
Koen Vermeiren	R.W.W.M. van der Drift	32	Koen Vermeiren	18 december 1953
C.F.P. Stutterheim	W.A.A.M. Merlijn	7	C.F.P. Stutterheim	21 mei 1903
Carry van Bruggen	R.W.W.M. van der Drift	7	Carry van Bruggen	1 januari 1881
Carry van Bruggen	W.A.A.M. Merlijn	7	Carry van Bruggen	1 januari 1881
M.C. van den Toorn	Orlanda S.H. Lie	5	M.C. van den Toorn	4 januari 1929
M.C. van den Toorn	G. Gerritsen-Geywitz	6	M.C. van den Toorn	4 januari 1929
Maarten 't Hart	M.A. Schenkeveld-van der Dussen	5	Maarten 't Hart	25 november 1944
Maarten 't Hart	M.C. van den Toorn	5	Maarten 't Hart	25 november 1944
W.P. Gerritsen	Orlanda S.H. Lie	5	W.P. Gerritsen	12 augustus 1935
W.P. Gerritsen	G. Gerritsen-Geywitz	8	W.P. Gerritsen	12 augustus 1935
Norbert Morciniec	M.C. van den Toorn	6	Norbert Morciniec	1932
Maarten van Buuren	R.W.W.M. van der Drift	12	Maarten van Buuren	1948
Maarten van Buuren	R.W.W.M. van der Drift	12	Maarten van Buuren	 1948
Piet Meeuse	R.W.W.M. van der Drift	11	Piet Meeuse	1947
Piet Meeuse	R.W.W.M. van der Drift	11	Piet Meeuse	 1947
Frederik van Eeden	R.W.W.M. van der Drift	12	Frederik van Eeden	3 april 1860
J.J. Kloek	R.W.W.M. van der Drift	15	J.J. Kloek	1 augustus 1943
Menno ter Braak	R.W.W.M. van der Drift	7	Menno ter Braak	26 januari 1902
C.O. Jellema	R.W.W.M. van der Drift	7	C.O. Jellema	9 september 1936
